Schedules,S.No.,Chapter/Heading/Sub-heading/Tariffitem,DescriptionofGoods,CGST(%),SGST/UTGST(%),IGST(%),CompensationCess
III,406,8805,"Aircraft launching gear, deck arrestor or similar gear; ground flying trainers and parts thereof",9.0,9.0,18.0,
III,406A,8807,Parts of goods of heading 8801”;,9.0,9.0,18.0,
III,407,8908 00 00,Vessels and other floating structures for breaking up,9.0,9.0,18.0,
III,408,9001,"Optical fibres and optical fibre bundles; optical fibre cables other than those of heading 8544; sheets and plates of polarising material; prisms, mirrors and other optical elements, of any material, unmounted, other than such elements of glass not optically worked",9.0,9.0,18.0,
III,409.,9002,"Lenses, prisms, mirrors and other optical elements, of any material, mounted, being parts of or fittings for instruments or apparatus, other than such elements of glass not optically worked [other than intraocular lens]",9.0,9.0,18.0,
III,410.,,[Omitted],,,,
III,411.,9004,Spectacles [other than corrective]; goggles including those for correcting vision,9.0,9.0,18.0,
III,411A,9005,"Binoculars, monoculars, other optical telescopes, and 27 mountings therefor; other astronomical instruments and mountings therefor, but not including instruments for radio-astronomy",9.0,9.0,18.0,
III,411B,9006,Photographic (other than cinematographic) cameras; photographic flashlight apparatus and flashbulbs other than discharge lamps of heading 8539,9.0,9.0,18.0,
III,411C,9007,"Cinematographic cameras and projectors, whether or not incorporating sound recording or reproducing apparatus",9.0,9.0,18.0,
III,411D,9008,"Image projectors, other than cinematographic; photographic (other than cinematographic) enlargers and reducers",9.0,9.0,18.0,
III,411E,9010,"Apparatus and equipment for photographic (including cinematographic) laboratories, not specified or included elsewhere in this Chapter; negatoscopes; projection screens",9.0,9.0,18.0,
III,411F,9011,"Compound optical microscopes, including those for photomicrography cinephotomicrography or microprojection",9.0,9.0,18.0,
III,411G,9012,Microscopes other than optical microscopes; diffraction apparatus,9.0,9.0,18.0,
III,411H,9013,"Lasers, other than Laser Diodes; other Optical Appliances and Instruments, not specified or included elsewhere in this Chapter",9.0,9.0,18.0,
III,411I,9014,Direction finding compasses; other navigational instruments and appliances,9.0,9.0,18.0,
III,411J,9015,"Surveying (including photogrammetrical surveying), hydrographic, oceanographic, hydrological, meteorological or geophysical instruments and appliances, excluding compasses; rangefinders",9.0,9.0,18.0,
III,412,9016,"Balances of a sensitivity of 5 cg or better, with or without weights",9.0,9.0,18.0,
III,413,9017,"Drawing, marking-out or mathematical calculating instruments (for example, drafting machines, pantographs, protractors, drawing sets, slide rules, disc calculators); instruments for measuring length, for use in the hand (for example, measuring rods and tapes, micrometers, callipers), not specified or included elsewhere in this chapter",9.0,9.0,18.0,
III,413A,9022,"Apparatus based on the use of X-rays or of alpha, beta, gamma or other ionizing radiations [other than those for medical, surgical, dental or veterinary uses], including radiography or radiotherapy apparatus, X-ray tubes and other X-ray generators, high tension generators, control panels and desks, screens, 28 examinations or treatment tables, chairs and the like",9.0,9.0,18.0,
III,413B,9023,"Instruments, apparatus and models, designed for demonstrational purposes (for example, in education or exhibitions), unsuitable for other uses",9.0,9.0,18.0,
III,414,9024,"Machines and appliances for testing the hardness, strength, compressibility, elasticity or other mechanical properties of materials (for example, metals, wood, textiles, paper, plastics)",9.0,9.0,18.0,
III,415,9025,"Hydrometers and similar floating instruments, thermometers, pyrometers, barometers, hygrometers and psychrometers, recording or not, and any combination of these instruments",9.0,9.0,18.0,
III,416,9026,"Instruments and apparatus for measuring or checking the flow, level, pressure or other variables of liquids or gases (for example, flow meters, level gauges,manometers, heat meters), excluding instruments and apparatus of heading 9014, 9015, 9028 or 9032",9.0,9.0,18.0,
III,417,9027,"Instruments and apparatus for physical or chemical analysis (for example, polarimeters, refractometers, spectrometers, gas or smoke analysis apparatus); instruments and apparatus for measuring or checking viscosity, porosity, expansion, surface tension or the like; instruments and appratus for measuring or checking quantities of heat, sound or light (including exposure meters); microtomes",9.0,9.0,18.0,
III,418,9028,"Gas, liquid or electricity supply or production meters, including calibrating meters therefor",9.0,9.0,18.0,
III,419,9029,"Revolution counters, production counters, taximeters, mileometers, pedometers and the like; speed indicators and tachometers, other than those of heading 9014 or 9015; stroboscopes",9.0,9.0,18.0,
III,420,9030,"Oscilloscopes, spectrum analysers and other instruments and apparatus for measuring or checking electrical quantities, excluding meters of heading 90.28; instruments and apparatus for measuring or detecting alpha, beta, gamma, X‑ray, cosmic or other ionising radiations",9.0,9.0,18.0,
III,421,9031,"Measuring or checking instruments, appliances and machines, not specified or included elsewhere in this Chapter; profile projectors",9.0,9.0,18.0,
III,422,9032,Automatic regulating or controlling instruments and apparatus,9.0,9.0,18.0,
III,423,9033,"Parts and accessories (not specified or included elsewhere in this Chapter) for machines, appliances, instruments or apparatus of Chapter 90",9.0,9.0,18.0,
III,423A,9101,"Wrist-watches, pocket-watches and other watches, including stop-watches, with case of precious metal or of metal clad with precious metal",9.0,9.0,18.0,
III,423B,9102,"Wrist-watches, pocket-watches and other watches, including stop watches, other than those of heading 9101",9.0,9.0,18.0,
III,424,9103,"Clocks with watch movements, excluding clocks of heading 9104",9.0,9.0,18.0,
III,424A,9104,"Instrument panel clocks and clocks of a similar type for vehicles, aircraft, spacecraft or vessels",9.0,9.0,18.0,
III,425,9105,Other clocks,9.0,9.0,18.0,
III,425A,9106,"Time of day recording apparatus and apparatus for measuring, recording or otherwise indicating intervals of time, with clock or watch movement or with synchronous motor (for example, time- registers, time-recorders)",9.0,9.0,18.0,
III,425B,9107,Time switches with clock or watch movement or with synchronous motor,9.0,9.0,18.0,
III,425C,9108,"Watch movements, complete and assembled",9.0,9.0,18.0,
III,426,9109,"Clock movements, complete and assembled",9.0,9.0,18.0,
III,427,9114,Other clock or watch parts,9.0,9.0,18.0,
III,428,9110,"Complete watch or clock movements, unassembled or partly assembled (movement sets); incomplete watch or clock movements, assembled; rough watch or clock movements",9.0,9.0,18.0,
III,428A,9111,Watch cases and parts thereof,9.0,9.0,18.0,
III,429,9112,"Clock cases and cases of a similar type for other goods of this chapter, and parts thereof",9.0,9.0,18.0,
III,429A,9113,"Watch straps, watch bands and watch bracelets, and parts thereof",9.0,9.0,18.0,
III,429B,9201,"Pianos, including automatic pianos; harpsi- chords and other keyboard stringed instruments",9.0,9.0,18.0,
III,429C,9202,"Other string musical instruments (for example, guitars, violins, harps)",9.0,9.0,18.0,
III,429D,9205,"Wind musical instruments (for example, keyboard pipe organs, accordions, clarinets, trumpets, bagpipes), other than fairground organs and mechanical street organs",9.0,9.0,18.0,
III,429E,9206 00 00,"Percussion musical instruments (for example, drums, xylophones, cymbols, castanets, maracas)",9.0,9.0,18.0,
III,429F,9207,"Musical instruments, the sound of which is produced, or must be amplified, electrically (for example, organs, guitars, accordions)",9.0,9.0,18.0,
III,429G,9208,"Musical boxes, fairground organs, mechanical street organs, mechanical singing birds, musical saws and other musical instruments not falling within any other heading of this chapter; decoy calls of all kinds; whistles, call horns and other mouth-blown sound signalling instruments",9.0,9.0,18.0,
III,429H,9209,"Parts (for example, mechanisms for musical boxes) and accessories (for example, cards, discs and rolls for mechanical instruments) of musical instruments; metronomes, tuning forks and pitch pipes of all kinds",9.0,9.0,18.0,
III,430,9301,"Military weapons other than revolvers, pistols",9.0,9.0,18.0,
III,431,9303,"Other firearms and similar devices which operate by the firing of an explosive charge (for example, sporting shotguns and rifles, muzzle-loading firearms, very pistols and other devices designed to project only signal flares, pistols and revolvers for firing blank ammunition, captive-bolt humane killers, line-throwing guns)",9.0,9.0,18.0,
III,432,9304,"Other arms (for example, spring, air or gas guns and pistols, truncheons), excluding those of heading 9307",9.0,9.0,18.0,
III,433,9305,Parts and accessories of articles of headings 9301 to 9304,9.0,9.0,18.0,
III,434,9306,"Bombs, grenades, torpedoes, mines, missiles, and similar munitions of war and parts thereof; cartridges and other ammunition and projectiles and parts thereof, including shot and cartridge wads",9.0,9.0,18.0,
III,435,9307,"Swords, cut lasses, bayonets, lances and similar arms and parts thereof and scabbards and sheaths therefor",9.0,9.0,18.0,
III,435A,9401 [other than 9401 10 00],"Seats (other than those of heading 9402), whether or not convertible into beds, and parts thereof [other than seats of a kind used for aircraft]",9.0,9.0,18.0,
III,436,9402,"Medical, surgical, dental or veterinary furniture (for example, operating tables, examination tables, hospital beds with mechanical fittings, dentists' chairs); barbers' chairs and similar chairs, having rotating as well as both reclining and elevating movements; parts of the foregoing articles",9.0,9.0,18.0,
III,437,9403,"Other furniture [other than furniture wholly made of bamboo, cane or rattan] and parts thereof",9.0,9.0,18.0,
III,438,9404,"Mattress supports; articles of bedding and similar furnishing (for example, mattresses, quilts, eiderdowns, cushions, pouffes and pillows) fitted with springs or stuffed or internally fitted with any material or of cellular rubber or plastics, whether or not covered [other than coir products (except coir mattresses), products wholly made of quilted textile materials and cotton quilts",9.0,9.0,18.0,
III,438A,9405,"Luminaires and lighting fittings including searchlights and spotlights and parts thereof, not elsewhere specified or included; illuminated signs, illuminated nameplates and the like, having a permanently fixed light source, and parts thereof not elsewhere specified or included [other than kerosene pressure lantern and parts thereof including gas mantles; hurricane lanterns, kerosene lamp, petromax, glass chimney, and parts thereof.",9.0,9.0,18.0,
III,439,9406,Prefabricated buildings,9.0,9.0,18.0,
III,440,9503,"Electronic Toys like tricycles, scooters, pedal cars etc. (including parts and accessories thereof)",9.0,9.0,18.0,
III,440A,9504,"Video game consoles and machines, articles of funfair, table or parlour games, including pintables, billiards, special tables for casino games and automatic bowling alley equipment [other than playing cards, ganjifa card, chess board, carom board and other board games of 9504 90 90 like ludo, etc.]",9.0,9.0,18.0,
III,440B,9505,"Festive, carnival or other entertainment articles, including conjuring tricks and novelty jokes",9.0,9.0,18.0,
III,441,9506,"Articles and equipment for general physical exercise, gymnastics, athletics, swimming pools and padding pools other than sports goods",9.0,9.0,18.0,
III,441A,9508,"Travelling Circuses and Travelling Menageries; Amusement Park Rides and Water Part Amusements; Fairground Amusements, including Shooting Galleries; Travelling Theatres",9.0,9.0,18.0,
III,441B,9602,"Worked vegetable or mineral carving material and articles of these materials moulded or carved articles of wax, of stearin, of natural gums or natural resins or of modelling pastes, and other moulded or carved articles, not elsewhere specified or included; worked, unhardened gelatin (except gelatin of heading 3503) and articles of unhardened gelatin",9.0,9.0,18.0,
III,442,"9606 21 00, 9606 22 00, 9606 29, 9606 30","Buttons, of plastics not covered with the textile material, of base metals, buttons of coconut shell, button blanks",9.0,9.0,18.0,
III,443,9603 [other than 9603 10 00],"Brushes (including brushes constituting parts of machines, appliances or vehicles), hand operated mechanical floor sweepers, not motorised, mops and feather dusters; prepared knots and tufts for broom or brush making; paint pads and rollers; squeegees (other than roller squeegees) [other than brooms and brushes, consisting of twigs or other vegetable materials bound together, with or without handles]",9.0,9.0,18.0,
III,444,9604 00 00,Hand sieves and hand riddles,9.0,9.0,18.0,
III,445,9605,"Travel sets for personal toilet, sewing or shoe or clothes cleaning",9.0,9.0,18.0,
III,446,,[Omitted],,,,
III,447,9608,"Ball point pens; felt tipped and other porous-tipped pens and markers; fountain pens; stylograph pens and other pens; duplicating stylos; pen holders, pencil holders and similar holders; parts (including caps and clips) of the foregoing articles, other than those of heading 9609",9.0,9.0,18.0,
III,448,9610 00 00,"Boards, with writing or drawing surface, whether or not framed",9.0,9.0,18.0,
III,448A,9611,"Date, sealing or numbering stamps, and the like (including devices for printing or embossing labels), designed for operating in the hand; hand-operated composing sticks and hand printing sets incorporating such composing sticks",9.0,9.0,18.0,
III,449,9612,"Typewriter or similar ribbons, inked or otherwise prepared for giving impressions, whether or not on spools or in cartridges; ink-pads, whether or not inked, with or without boxes",9.0,9.0,18.0,
III,449A,9613,"Cigarette lighters and other lighters, whether or not mechanical or electrical, and parts thereof other than flints or wicks",9.0,9.0,18.0,
III,449AA,9616,"Scent sprays and similar toilet sprays, and mounts and heads therefor; powder-puffs and pads for the application of cosmetics or toilet preparations",9.0,9.0,18.0,
III,449B,9617,"Vacuum flasks and other vacuum vessels, Complete; parts thereof other than glass inners",9.0,9.0,18.0,
III,449C,9618,"Tailors' dummies and other lay figures; automata and other animated displays, used for shop window dressing",9.0,9.0,18.0,
III,450,9620 00 00,"Monopods, bipods, tripods and similar articles",9.0,9.0,18.0,
III,451,9801,"All items of machinery including prime movers, instruments, apparatus and appliances, control gear and transmission equipment, auxiliary equipment (including those required for research and development purposes, testing and quality control), as well as all components (whether finished or not) or raw materials for the manufacture of the aforesaid items and their components, required for the initial setting up of a unit, or the substantial expansion of an existing unit, of a specified: (1) industrial plant, (2) irrigation project, (3) power project, (4) mining project, (5) project for the exploration for oil or other minerals, and (6) such other projects as the Central Government may, having regard to the economic development of the country notify in the Official Gazette in this behalf; and spare parts, other raw materials (including semi-finished materials of consumable stores) not exceeding 10% of the value of the goods specified above, provided that such spare parts, raw materials or consumable stores are essential for the maintenance of the plant or project mentioned in (1) to (6) above.",9.0,9.0,18.0,
III,452.,9802,Laboratory chemicals,9.0,9.0,18.0,
III,452A,4011 70 00,Tyre for tractors,9.0,9.0,18.0,
III,452B,4013 90 49,Tube for tractor tyres,9.0,9.0,18.0,
III,452C,8408 20 20,Agricultural Diesel Engine of cylinder capacity exceeding 250 cc for Tractor,9.0,9.0,18.0,
III,452D,8413 81 90,Hydraulic Pumps for Tractors,9.0,9.0,18.0,
III,452E,8708 10 10,Bumpers and parts thereof for tractors,9.0,9.0,18.0,
III,452F,8708 30 00,Brakes assembly and its parts thereof for tractors,9.0,9.0,18.0,
III,452G,8708 40 00,Gear boxes and parts thereof for tractors,9.0,9.0,18.0,
III,452H,8708 50 00,Transaxles and its parts thereof for tractors,9.0,9.0,18.0,
III,452I,8708 70 00,Road wheels and parts and accessories thereof for tractors,9.0,9.0,18.0,
III,452J,8708 91 00,(i) Radiator assembly for tractors and parts thereof (ii) Cooling system for tractor engine and parts thereof,9.0,9.0,18.0,
III,452K,8708 92 00,Silencer assembly for tractors and parts thereof,9.0,9.0,18.0,
III,452L,8708 93 00,Clutch assembly and its parts thereof for tractors,9.0,9.0,18.0,
III,452M,8708 94 00,Steering wheels and its parts thereof for tractor,9.0,9.0,18.0,
III,452N,8708 99 00,Hydraulic and its parts thereof for tractors,9.0,9.0,18.0,
III,452O,8708 99 00,"Fender, Hood, wrapper, Grill, Side Panel, Extension Plates, Fuel Tank and parts thereof for tractors”",9.0,9.0,18.0,
III,452P,Any Chapter,Permanent transfer of Intellectual Property (IP) right,9.0,9.0,18.0,
III,452Q,Any Chapter,"Supply of any goods other than capital goods and cement falling under chapter heading 2523 in the first schedule to the Customs Tariff Act, 1975 (51 of 1975), by an unregistered person to a promoter for construction of the project on which tax is payable by the promoter as recipient of goods under sub- section 4 of section 9 of the Central Goods and Services Tax Act, 2017 (12 of 2017), as prescribed in notification No. 07 / 2019- Central Tax (Rate), dated 29th March, 2019, published in Gazette of India vide G.S.R. No. _, dated 29th March, 2019 Explanation. For the purpose of this entry,– (i) the term “promoter” shall have the same meaning as assigned to it in in clause (zk) of section 2 of the Real Estate (Regulation and Development) Act, 2016 (16 of 2016). (ii) “project” shall mean a Real Estate Project (REP) or a Residential Real Estate Project (RREP). (iii) the term “Real Estate Project (REP)” shall have the same meaning as assigned to it in in clause (zn) of section 2 of the Real Estate (Regulation and Development) Act, 2016 (16 of 2016). (iv) “Residential Real Estate Project (RREP)” shall mean a REP in which the carpet area of the commercial apartments is not more than 15 per cent. of the total carpet area of all the apartments in the REP. (v) This entry is to be taken to apply to all goods which satisfy the conditions prescribed herein, even though they may be covered by a more specific chapter/ heading/ sub heading or tariff item elsewhere in this notification",9.0,9.0,18.0,
III,453,Any Chapter,"Goods which are not specified in Schedule I, II, IV, V or VI",9.0,9.0,18.0,
IV,1,1703,Molasses,14.0,14.0,28.0,
IV,2,,[Omitted],,,,
IV,3,,[Omitted],,,,
IV,4,,[Omitted],,,,
IV,5,,[Omitted],,,,
IV,6,,[Omitted],,,,
IV,7,,[Omitted],,,,
IV,8,,[Omitted],,,,
IV,9,,[Omitted],,,,
IV,10,2106 90 20,Pan masala,14.0,14.0,28.0,
IV,11,,[Omitted],,,,
IV,12,2202 10,"All goods [including aerated waters], containing added sugar or other sweetening matter or flavoured",14.0,14.0,28.0,
IV,12A,2202 99 90,Caffeinated Beverages,14.0,14.0,28.0,
IV,12B,2202,Carbonated Beverages of Fruit Drink or Carbonated Beverages with Fruit Juice,14.0,14.0,28.0,
IV,13,2401,Unmanufactured tobacco; tobacco refuse [other than tobacco leaves],14.0,14.0,28.0,
IV,14,2402,"Cigars, cheroots, cigarillos and cigarettes, of tobacco or of tobacco substitutes",14.0,14.0,28.0,
IV,15,2403,Other manufactured tobacco and manufactured tobacco substitutes; “homogenised” or “reconstituted” tobacco; tobacco extracts and essences [including biris],14.0,14.0,28.0,
IV,15A,2404 11 00,Products containing tobacco or reconstituted tobacco and intended for inhalation without combustion,14.0,14.0,28.0,
IV,15B,2404 19 00,Products containing tobacco or nicotine substitutes and intended for inhalation without combustion,14.0,14.0,28.0,
IV,16,,[Omitted],,,,
IV,17,,[Omitted],,,,
IV,18,2523,"Portland cement, aluminous cement, slag cement, super sulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers",14.0,14.0,28.0,
IV,19,,[Omitted],,,,
IV,20,,[Omitted],,,,
IV,21,,[Omitted],,,,
IV,22,,[Omitted],,,,
IV,23,,[Omitted],,,,
IV,24,,[Omitted],,,,
IV,25,,[Omitted],,,,
IV,26,,[Omitted],,,,
IV,27,,[Omitted],,,,
IV,28,,[Omitted],,,,
IV,29,,[Omitted],,,,
IV,30,,[Omitted],,,,
IV,31,,[Omitted],,,,
IV,32,,[Omitted],,,,
IV,33,,[Omitted],,,,
IV,34,,[Omitted],,,,
IV,35,,[Omitted],,,,
IV,36,,[Omitted],,,,
IV,37,,[Omitted],,,,
IV,38,,[Omitted],,,,
IV,39,,[Omitted],,,,
IV,40,,[Omitted],,,,
IV,41,,[Omitted],,,,
IV,42,,[Omitted],,,,
IV,43,,[Omitted],,,,
IV,44,,[Omitted],,,,
IV,45,,[Omitted],,,,
IV,46,4011,"New pneumatic tyres, of rubber [other than of a kind used on/in bicycles, cycle-rickshaws and three wheeled powered cycle rickshaws; [rear tractor tyres; and of a kind used on aircraft]",14.0,14.0,28.0,
IV,47,,[Omitted],,,,
IV,48,,[Omitted],,,,
IV,49,,[Omitted],,,,
IV,50,,[Omitted],,,,
IV,51,,[Omitted],,,,
IV,52,,[Omitted],,,,
IV,53,,[Omitted],,,,
IV,54,,[Omitted],,,,
IV,55,,[Omitted],,,,
IV,56,,[Omitted],,,,
IV,57,,[Omitted],,,,
IV,58,,[Omitted],,,,
IV,59,,[Omitted],,,,
IV,60,,[Omitted],,,,
IV,61,,[Omitted],,,,
IV,62,,[Omitted],,,,
IV,63,,[Omitted],,,,
IV,64,,[Omitted],,,,
IV,65,,[Omitted],,,,
IV,66,,[Omitted],,,,
IV,67,,[Omitted],,,,
IV,68,,[Omitted],,,,
IV,69,,[Omitted],,,,
IV,70,,[Omitted],,,,
IV,71,,[Omitted],,,,
IV,72,,[Omitted],,,,
IV,73,,[Omitted],,,,
IV,74,,[Omitted],,,,
IV,75,,[Omitted],,,,
IV,76,,[Omitted],,,,
IV,77,,[Omitted],,,,
IV,78,,[Omitted],,,,
IV,79,,[Omitted],,,,
IV,80,,[Omitted],,,,
IV,81,,[Omitted],,,,
IV,82,,[Omitted],,,,
IV,83,,[Omitted],,,,
IV,84,,[Omitted],,,,
IV,85,,[Omitted],,,,
IV,86,,[Omitted],,,,
IV,87,,[Omitted],,,,
IV,88,,[Omitted],,,,
IV,89,,[Omitted],,,,
IV,90,,[Omitted],,,,
IV,91,,[Omitted],,,,
IV,92,,[Omitted],,,,
IV,93,,[Omitted],,,,
IV,94,,[Omitted],,,,
IV,95,,[Omitted],,,,
IV,96,,[Omitted],,,,
IV,97,,[Omitted],,,,
IV,98,,[Omitted],,,,
IV,99,,[Omitted],,,,
IV,100,,[Omitted],,,,
IV,101,,[Omitted],,,,
IV,102,,[Omitted],,,,
IV,103,,[Omitted],,,,
IV,104,,[Omitted],,,,
IV,105,,[Omitted],,,,
IV,106,,[Omitted],,,,
IV,107,,[Omitted],,,,
IV,108,,[Omitted],,,,
IV,109,,[Omitted],,,,
IV,110,,[Omitted],,,,
IV,111,,[Omitted],,,,
IV,112,,[Omitted],,,,
IV,113,,[Omitted],,,,
IV,114,8407,Spark-ignition reciprocating or rotary internal combustion piston engine [other than aircraft engines,14.0,14.0,28.0,
IV,115,8408,Compression-ignition internal combustion piston engines (diesel or semi-diesel engines),14.0,14.0,28.0,
IV,116,8409,Parts suitable for use solely or principally with the engines of heading 8407 or 8408,14.0,14.0,28.0,
IV,117,8413,"Pumps for dispensing fuel or lubricants of the type used in filling stations or garages [8413 11], Fuel, lubricating or cooling medium pumps for internal combustion piston engines [8413 30]",14.0,14.0,28.0,
IV,118,,[Omitted],,,,
IV,119,8415,"Air-conditioning machines, comprising a motor-driven fan and elements for changing the temperature and humidity, including those machines in which the humidity cannot be separately regulated",14.0,14.0,28.0,
IV,120,,[Omitted],,,,
IV,121,,[Omitted],,,,
IV,122,8422,"Dish washing machines, household [8422 11 00] and other [8422 19 00]",14.0,14.0,28.0,
IV,123,,[Omitted],,,,
IV,124,,[Omitted],,,,
IV,125,,[Omitted],,,,
IV,126,,[Omitted],,,,
IV,127,,[Omitted],,,,
IV,128,,[Omitted],,,,
IV,129,,[Omitted],,,,
IV,130,,[Omitted],,,,
IV,131,,[Omitted],,,,
IV,132,,[Omitted],,,,
IV,133,,[Omitted],,,,
IV,134,,[Omitted],,,,
IV,135,,[Omitted],,,,
IV,136,,[Omitted],,,,
IV,137,,[Omitted],,,,
IV,138,,[Omitted],,,,
IV,139,8507,"Electric accumulators, including separators therefor, whether or not rectangular (including square) other than Lithiumion battery and other Lithium-ion accumulators including Lithium-ion power banks",14.0,14.0,28.0,
IV,140,,[Omitted],,,,
IV,141,,[Omitted],,,,
IV,142,,[Omitted],,,,
IV,143,8511,"Electrical ignition or starting equipment of a kind used for spark-ignition or compression- ignition internal combustion engines (for example, ignition magnetos, magneto- dynamos, ignition coils, sparking plugs and glow plugs, starter motors); generators (for example, dynamos, alternators) and cut-outs of a kind used in conjunction with such engines",14.0,14.0,28.0,
IV,144,,[Omitted],,,,
IV,145,,[Omitted],,,,
IV,146,,[Omitted],,,,
IV,147,,[Omitted],,,,
IV,148,,[Omitted],,,,
IV,149,,[Omitted],,,,
IV,150,,[Omitted],,,,
IV,151,,[Omitted],,,,
IV,152,,[Omitted],,,,
IV,153,,[Omitted],,,,
IV,154,8528,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receiver or sound or video recording or reproducing apparatus [other than computer monitors not exceeding 32 inches , set top box for television and Television set (including LCD and LED television) of screen size not exceeding 32 inches",14.0,14.0,28.0,
IV,155,,[Omitted],,,,
IV,156,,[Omitted],,,,
IV,157,,[Omitted],,,,
IV,158,,[Omitted],,,,
IV,159,,[Omitted],,,,
IV,160,,[Omitted],,,,
IV,161,,[Omitted],,,,
IV,162,,[Omitted],,,,
IV,163,,[Omitted],,,,
IV,163A,8701,Road tractors for semi-trailers of engine capacity more than 1800 cc],14.0,14.0,28.0,
IV,164,8702,"Motor vehicles for the transport of ten or more persons, including the driver [other than buses for use in public transport, which exclusively run on Bio-fuels]",14.0,14.0,28.0,
IV,165,8703,"Motor cars and other motor vehicles principally designed for the transport of persons (other than those of heading 8702), including station wagons and racing cars [other than Cars for physically handicapped persons]",14.0,14.0,28.0,
IV,166,8704,Motor vehicles for the transport of goods [other than Refrigerated motor vehicles],14.0,14.0,28.0,
IV,167,,[Omitted],,,,
IV,168,8706,"Chassis fitted with engines, for the motor vehicles of headings 8701 to 8705",14.0,14.0,28.0,
IV,169,8707,"Bodies (including cabs), for the motor vehicles of headings 8701 to 8705",14.0,14.0,28.0,
IV,170,8708,Parts and accessories of the motor vehicles of headings 8701 to 8705 [other than specified parts of tractors],14.0,14.0,28.0,
IV,171,,[Omitted],,,,
IV,172,,[Omitted],,,,
IV,173,8711,"Motorcycles (including mopeds) and cycles fitted with an auxiliary motor, with or without side-cars; side-cars",14.0,14.0,28.0,
IV,174,8714,Parts and accessories of vehicles of heading 8711,14.0,14.0,28.0,
IV,175,,[Omitted],,,,
IV,176,8802 or 8806,Aircrafts for personal use,14.0,14.0,28.0,
IV,177,8903,Yachts and other vessels for pleasure or sports; rowing boats and canoes,14.0,14.0,28.0,
IV,178,,[Omitted],,,,
IV,179,,[Omitted],,,,
IV,180,,[Omitted],,,,
IV,181,,[Omitted],,,,
IV,182,,[Omitted],,,,
IV,183,,[Omitted],,,,
IV,184,,[Omitted],,,,
IV,185,,[Omitted],,,,
IV,186,,[Omitted],,,,
IV,187,,[Omitted],,,,
IV,188,,[Omitted],,,,
IV,189,,[Omitted],,,,
IV,190,,[Omitted],,,,
IV,191,,[Omitted],,,,
IV,192,,[Omitted],,,,
IV,193,,[Omitted],,,,
IV,194,,[Omitted],,,,
IV,195,,[Omitted],,,,
IV,196,,[Omitted],,,,
IV,197,,[Omitted],,,,
IV,198,,[Omitted],,,,
IV,199,,[Omitted],,,,
IV,200,,[Omitted],,,,
IV,201,,[Omitted],,,,
IV,202,,[Omitted],,,,
IV,203,,[Omitted],,,,
IV,204,,[Omitted],,,,
IV,205,,[Omitted],,,,
IV,206,,[Omitted],,,,
IV,207,,[Omitted],,,,
IV,208,,[Omitted],,,,
IV,209,,[Omitted],,,,
IV,210,9302,"Revolvers and pistols, other than those of heading 9303 or 9304",14.0,14.0,28.0,
IV,211,,[Omitted],,,,
IV,212,,[Omitted],,,,
IV,213,,[Omitted],,,,
IV,214,,[Omitted],,,,
IV,215,,[Omitted],,,,
IV,216,,[Omitted],,,,
IV,217,,[Omitted],,,,
IV,218,,[Omitted],,,,
IV,219,,[Omitted],,,,
IV,220,,[Omitted],,,,
IV,221,,[Omitted],,,,
IV,222,,[Omitted],,,,
IV,223,9614,"Smoking pipes (including pipe bowls) and cigar or cigarette holders, and parts thereof",14.0,14.0,28.0,
IV,224,,[Omitted],,,,
IV,225,,[Omitted],,,,
IV,226,,[Omitted],,,,
IV,227,9804,All dutiable articles intended for personal use,14.0,14.0,28.0,
IV,228,Any chapter,Lottery,14.0,14.0,28.0,
IV,229,Any Chapter,"Actionable claim in the form of chance to win in betting, gambling, or horse racing in race club",14.0,14.0,28.0,
V,1,7101,"Pearls, natural or cultured, whether or not worked or graded but not strung, mounted or set; pearls, natural or cultured, temporarily strung for convenience of transport",1.5,1.5,3.0,
V,2,,[Omitted],,,,
V,3,,[Omitted],,,,
V,4,,[Omitted],,,,
V,5,7105,Dust and powder of natural or synthetic precious or semi-precious stones,1.5,1.5,3.0,
V,6,7106,"Silver (including silver plated with gold or platinum), unwrought or in semi-manufactured forms, or in powder form",1.5,1.5,3.0,
V,7,7107,"Base metals clad with silver, not further worked than semi- manufactured",1.5,1.5,3.0,
V,8,7108,"Gold (including gold plated with platinum) unwrought or in semi- manufactured forms, or in powder form",1.5,1.5,3.0,
V,9,7109,"Base metals or silver, clad with gold, not further worked than semi- manufactured",1.5,1.5,3.0,
V,10,7110,"Platinum, unwrought or in semi-manufactured forms, or in powder form",1.5,1.5,3.0,
V,11,7111,"Base metals, silver or gold, clad with platinum, not further worked than semi-manufactured",1.5,1.5,3.0,
V,12,7112,"Waste and scrap of precious metal or of metal clad with precious metal; other waste and scrap containing precious metal or precious metal compounds, of a kind used principally for the recovery of precious metal.",1.5,1.5,3.0,
V,13,7113,"Articles of jewellery and parts thereof, of precious metal or [of metal clad with precious metal",1.5,1.5,3.0,
V,15,7115,Other articles of precious metal or of metal clad with precious metal,1.5,1.5,3.0,
V,16,7116,"Articles of natural or cultured pearls, precious or semi-precious stones (natural, synthetic or reconstructed)",1.5,1.5,3.0,
V,17,7117,Imitation jewellery [other than bangles of lac/shellac],1.5,1.5,3.0,
